match_id,player_id,match_date,kills,deaths,assists,accuracy,headshot_rate,avg_reaction_time_ms,shots_fired,damage_dealt,movement_speed_avg,play_duration_seconds,is_cheater
7ae719f8-ce00-b84b-b3f0-116918651a36,player_0238,2025-01-01,16,3,5,0.6569,0.7449,77.1,375,2860,7.98,2302,True
548a983a-76f5-a8aa-c355-a42b24687ed0,player_0427,2025-01-01,14,8,6,0.3891,0.1126,257.2,457,1742,6.1,1090,False
f8875e4b-7b58-a163-74f9-8896ac0792a5,player_0374,2025-01-01,14,2,8,0.37,0.2403,316.5,391,1507,5.76,1986,False
647aab28-5f1c-0be0-d56c-4e9b0c1bb101,player_0744,2025-01-01,12,7,4,0.01,0.0462,213.1,488,1749,7.0,1309,False
f6f909a8-a66c-5839-e307-b4378ef687ee,player_0584,2025-01-01,6,7,2,0.376,0.2755,291.6,310,992,4.9,2088,False
379b3fbe-d38e-ff7c-90b3-6f478b4c4dd1,player_0596,2025-01-01,9,8,1,0.2255,0.1742,275.5,85,883,7.04,1376,False
1e844654-1802-ffae-aa5c-384073b0e41e,player_0502,2025-01-01,11,9,1,0.3045,0.2236,325.2,194,1205,5.54,1333,False
1d71d33c-a049-17ad-2d4b-ad255b3e2fe5,player_0132,2025-01-01,10,3,0,0.1913,0.0854,215.9,250,1211,6.17,1907,False
99b51b87-bce1-dbc4-2ec2-d7aee7e5239c,player_0587,2025-01-01,11,0,2,0.3884,0.3222,236.5,504,1319,3.64,2397,False
a40b1790-8d61-79ba-2bcc-ef52e3365f8c,player_0041,2025-01-01,8,12,2,0.4539,0.3329,250.2,267,1676,7.1,2263,False
f2bbdeeb-4e47-46cd-2363-93d33b02d6bc,player_0252,2025-01-01,11,6,4,0.3346,0.1862,163.4,125,1755,6.27,2327,False
c2a4062a-ddc5-0c27-ff9f-c57ec7aba831,player_0179,2025-01-01,6,8,1,0.4524,0.2296,148.1,220,476,5.75,1917,False
17824e0b-f6c3-0e77-2456-ed12aebbea7f,player_0229,2025-01-01,0,8,0,0.2458,0.2805,74.9,409,620,6.35,2064,False
1c146503-4ad9-1b8c-aaec-b77e140f0c7e,player_0053,2025-01-01,0,4,3,0.5373,0.1235,170.6,392,1266,3.79,3008,False
8ec67684-3f0c-7e4a-7c2a-29d496ca6de4,player_0056,2025-01-01,20,0,4,0.1763,0.24,193.5,341,1338,5.41,2086,False
859b05cd-876b-fc20-de0c-bd581115d925,player_0118,2025-01-01,8,8,4,0.387,0.0919,207.6,226,1362,5.88,1129,False
9d0886fd-c0a0-3dd1-ddc8-b5c2d7b4eea5,player_0044,2025-01-01,11,8,4,0.2686,0.1071,199.2,346,1380,5.77,1884,False
9fe5d47e-80b6-df18-66ef-66372401fb3f,player_0271,2025-01-01,11,5,9,0.3682,0.2508,267.1,469,1345,7.99,1768,False
cb9b4f96-32f8-5739-4d65-fffdad58dcf4,player_0177,2025-01-01,5,6,2,0.3761,0.2746,197.9,238,932,6.39,2336,False
1b255f33-c2d2-2364-ffbb-5901b85c9d0a,player_0351,2025-01-01,9,6,0,0.4422,0.2348,133.1,556,1365,4.71,869,False
aa5c663f-51a3-b799-a241-49d2240c039a,player_0513,2025-01-01,6,2,8,0.3899,0.1748,220.1,414,930,6.06,1291,False
fff533e4-f0c3-fe9b-278f-b057eca65892,player_0652,2025-01-01,9,5,0,0.2331,0.1883,200.6,384,1638,5.29,2223,False
5d72b8da-50d6-0a74-ceea-95f89525d55a,player_0128,2025-01-01,9,11,4,0.2438,0.2615,231.4,370,869,7.76,1874,False
c397a24b-09c7-0c24-5b71-b94eec8f36b8,player_0454,2025-01-01,0,8,6,0.1718,0.2621,287.9,279,1128,8.02,1011,False
7b22e392-60ac-6b11-96bb-236cdf178665,player_0405,2025-01-01,1,5,4,0.3621,0.3151,150.2,4,1344,6.32,2425,False
064fd5c9-efac-f8e0-3ce3-e2e8f7185003,player_0108,2025-01-01,2,9,4,0.1302,0.1945,234.7,215,1787,6.69,2290,False
27e5bfd4-394a-2238-4000-f2832c5ed1e2,player_0782,2025-01-01,6,13,4,0.4583,0.166,150.5,283,1144,5.45,2141,False
46465ad9-eda5-952b-c49e-76b74637dca9,player_0130,2025-01-01,4,6,12,0.2577,0.3743,213.4,403,1314,7.91,2476,False
2c08b2f8-18aa-b4e0-94f4-2d9e43fbb500,player_0608,2025-01-01,3,3,6,0.3502,0.213,275.7,354,1661,4.17,1510,False
fa2c762e-3c8d-76a3-d140-931d1fcba8d0,player_0374,2025-01-01,5,17,6,0.3143,0.3081,232.8,376,1995,5.04,1465,False
637bd96d-3b16-e0c3-21a2-c20082a3fd99,player_0143,2025-01-01,7,7,5,0.01,0.1619,251.2,521,1160,6.57,121,False
9b7f9991-647a-9c1f-606c-9d9ded865065,player_0249,2025-01-01,15,2,1,0.309,0.1993,327.6,358,1762,5.89,2120,False
38da4a19-72cc-010c-9ceb-ee3efae4b50c,player_0328,2025-01-01,9,8,3,0.2905,0.0229,168.9,151,1073,5.54,2377,False
c99c8c2a-051a-9fb1-977f-1124fd436321,player_0566,2025-01-01,4,11,1,0.2399,0.1184,211.3,435,1714,3.9,2572,False
d1f3c6cb-1208-cc1a-467d-e972d7d668f0,player_0797,2025-01-01,10,6,10,0.3164,0.1781,244.3,339,1133,4.63,1837,False
9b242ac0-ddd9-927e-369d-efb06355477f,player_0463,2025-01-01,9,9,5,0.3571,0.2652,278.8,143,878,3.42,1570,False
0efa3446-9f74-1150-25d7-8839349a3966,player_0677,2025-01-01,13,3,0,0.4441,0.2358,255.2,371,1015,3.96,1285,False
a0fe932d-862d-9086-8313-6504f38efdb2,player_0187,2025-01-01,19,6,1,0.235,0.2023,236.5,258,1860,5.46,1542,False
32598491-9c9a-d2ad-cbb8-b630469c857e,player_0617,2025-01-01,21,3,0,0.2106,0.313,251.8,216,1415,6.46,1847,False
b57aed5b-b3f6-1dce-b099-b49c486bb9cf,player_0074,2025-01-01,8,0,4,0.4275,0.1086,255.7,173,1278,4.62,2278,False
6634be13-060c-505c-44f7-481368f003e6,player_0376,2025-01-01,7,0,5,0.5463,0.2139,209.2,302,383,7.41,1979,False
1b32a288-6bc1-df6b-04de-d646eaeb9839,player_0146,2025-01-01,13,11,4,0.3744,0.3293,211.5,341,1037,5.48,226,False
054690ea-b955-3e35-6a05-25529b516736,player_0530,2025-01-01,8,7,9,0.4657,0.2411,269.2,149,542,3.7,1939,False
33ce2bf3-9425-0f27-1a99-42d29a17aa99,player_0131,2025-01-01,5,4,0,0.2325,0.2562,210.5,356,1671,3.6,1811,False
14dbca8e-9bdd-7957-1860-c8bcbd887e6d,player_0701,2025-01-01,6,6,5,0.3181,0.1555,325.6,134,1840,6.73,1652,False
1aaf6801-d209-0a32-1e3d-574a8b4ce278,player_0771,2025-01-01,3,4,0,0.5502,0.2744,184.0,1,1540,4.0,1142,False
cc1d023b-102d-bfa2-4eec-54194ed2689f,player_0771,2025-01-01,9,11,8,0.4231,0.284,192.6,337,1045,4.52,2043,False
ebc0771b-0d2b-cd62-cb5d-ac3444d37a37,player_0702,2025-01-01,12,9,0,0.3647,0.0621,255.1,1,1940,4.9,1731,False
0513f9a8-4ad5-c297-3431-2acb8b7dbb93,player_0025,2025-01-01,22,6,3,0.7598,0.5983,94.9,247,2690,8.39,868,True
9eb4029d-0c34-857b-ec84-d8065c15ce4f,player_0202,2025-01-01,1,6,2,0.3161,0.2472,295.3,278,1351,7.5,2724,False
1a4df253-0933-d83c-dded-63083277fac8,player_0085,2025-01-01,10,2,5,0.4172,0.2273,278.0,70,787,4.06,2261,False
fff77af6-577e-c175-ecdd-30b48a369b23,player_0141,2025-01-01,10,11,9,0.2933,0.1553,212.8,165,1748,3.76,2622,False
df1a971b-c4b8-4c3d-038c-089c2529e205,player_0785,2025-01-01,16,7,5,0.3352,0.2631,226.8,260,1737,7.14,2376,False
181c28f2-96e2-25f6-4be7-2f34ac474352,player_0197,2025-01-01,3,9,5,0.4289,0.0737,225.8,158,912,4.88,1886,False
ffb77e5d-5c8c-4b9f-5f40-445bb1fb970e,player_0078,2025-01-01,15,11,0,0.158,0.1461,125.9,512,751,5.12,3028,False
9d411038-4693-866e-705c-721e3c48de40,player_0033,2025-01-01,7,3,0,0.3667,0.2473,231.0,389,190,7.93,1740,False
13fe8ba0-ad8e-eeee-dc9e-f0fad06cdd8c,player_0602,2025-01-01,7,8,5,0.3144,0.3012,207.6,69,1285,4.85,2549,False
35963da3-fc80-8f45-a998-279baa6bceab,player_0070,2025-01-01,10,6,1,0.3335,0.2882,257.5,383,1483,7.51,1740,False
42afe799-913a-46bf-c661-186445e056f8,player_0307,2025-01-01,2,10,2,0.2281,0.1694,173.2,244,0,4.28,938,False
5cb6ff4b-3c21-14d6-0db3-fcd7efe95ac2,player_0764,2025-01-01,0,5,2,0.3931,0.101,203.8,219,1684,6.65,1562,False
6d6b69b4-3311-3e39-b3fa-0cbc899ea772,player_0491,2025-01-01,3,15,4,0.1267,0.1911,246.8,113,1724,5.95,1801,False
205c57e5-cf2a-4658-2dfd-5322e38b3ce3,player_0765,2025-01-01,11,9,5,0.3334,0.1315,219.5,216,2331,6.87,1988,False
67b2e1db-f3e4-eca0-5fee-5081717bd1d2,player_0575,2025-01-01,16,13,8,0.3168,0.1462,188.6,245,1345,6.01,1542,False
5f3e0b3b-1e38-8e96-e276-96f21017eea2,player_0415,2025-01-01,2,3,6,0.3092,0.2941,301.2,274,572,7.12,2465,False
4a13cfd3-44d4-6308-2892-ac16b0ca0568,player_0014,2025-01-01,12,5,4,0.3041,0.1067,263.5,298,650,5.18,1573,False
bb3a0f44-d3d1-abb5-3f68-a0e6e1a3be1f,player_0509,2025-01-01,4,16,0,0.23,0.1648,179.9,73,362,6.45,2027,False
9741a9fc-ee45-4603-c6fc-a58ee74ad511,player_0006,2025-01-01,17,3,2,0.6891,0.4094,70.0,254,2833,6.07,2009,True
ba2d8266-d2d4-8126-4ce3-901feddeba60,player_0215,2025-01-01,1,0,0,0.5303,0.2255,285.4,302,1624,6.72,2468,False
0377376f-56a0-5042-9d83-d80e606d8965,player_0082,2025-01-01,4,5,2,0.4415,0.2037,231.8,390,1006,5.08,2206,False
1915e533-f237-c8f3-1426-23ebe9876b16,player_0368,2025-01-01,1,7,6,0.3249,0.1385,254.0,392,927,5.38,1803,False
3e9f034f-cdbc-09ad-7e5b-807b4f985f3d,player_0111,2025-01-01,9,9,5,0.3364,0.3744,190.3,384,589,6.15,2112,False
345a8d24-823f-bbcf-774d-b59a44221372,player_0686,2025-01-01,0,8,1,0.4952,0.2545,251.7,265,650,9.0,3015,False
78660765-14f7-ce8d-d5bc-b8d04094dded,player_0431,2025-01-02,6,16,7,0.2998,0.1738,254.0,329,1231,5.54,2947,False
92a81713-b90e-d44b-951c-25d54d4c5280,player_0337,2025-01-02,15,4,4,0.2932,0.2753,226.4,193,157,7.07,1133,False
0308aa5e-694d-7b00-8d38-8327883f13c6,player_0006,2025-01-02,21,4,0,0.657,0.6353,83.7,320,2265,8.15,1968,True
12af97e4-c536-c66e-fcc4-091bf45707c6,player_0482,2025-01-02,19,10,3,0.2858,0.193,244.2,256,1968,5.64,1173,False
0dc5fb06-8d58-09b7-f740-d87c500a174e,player_0701,2025-01-02,0,4,4,0.2973,0.1461,287.4,174,614,4.42,2390,False
edbc36d8-9a30-7096-d977-66bea71c8948,player_0765,2025-01-02,10,4,7,0.2057,0.1157,277.5,213,1885,6.53,2536,False
40cbe188-c3f0-fac3-9f60-1d1700e78824,player_0207,2025-01-02,7,9,2,0.1099,0.2404,214.8,184,898,5.09,1930,False
13e675fd-1c99-d366-c8b6-2c18c355853e,player_0707,2025-01-02,8,8,0,0.326,0.067,243.0,356,1291,5.49,2022,False
78b3842a-7c2c-0791-f6bf-faa971fcf2e6,player_0719,2025-01-02,14,7,3,0.3844,0.1181,239.5,469,1234,4.73,171,False
7b64665c-cb26-a809-f429-73f5d1d18e0b,player_0159,2025-01-02,28,2,8,0.7263,0.5447,117.7,212,3378,7.18,2149,True
418860b9-2d3e-854b-4799-c04bf71925ae,player_0748,2025-01-02,0,12,7,0.0301,0.1483,235.3,171,1691,6.67,1179,False
7570b0ac-5d42-10d5-40e7-ca767c8ad37a,player_0679,2025-01-02,13,2,0,0.3397,0.1402,189.7,376,721,5.32,2520,False
41e7ebba-f9ac-1a4f-4251-6974fdf1d205,player_0731,2025-01-02,14,4,2,0.2141,0.0578,171.9,414,1453,4.62,1769,False
61e5835e-3e9f-069a-81b0-1ca488800d17,player_0719,2025-01-02,5,6,0,0.4611,0.1945,300.9,276,1147,5.67,1152,False
ce9205ae-cdb5-782a-678b-941fdcca9a71,player_0671,2025-01-02,7,12,4,0.3279,0.2356,143.9,239,740,6.69,2011,False
46327360-c45d-4c03-74f6-b97ef998aaa1,player_0143,2025-01-02,4,7,3,0.3281,0.1511,199.8,194,1415,3.66,1449,False
c463299a-2ba3-21ef-7a14-cf98611e6047,player_0484,2025-01-02,12,3,2,0.0457,0.0776,185.0,438,1272,4.98,1314,False
61874fa9-5c09-8a5c-585d-fd17925814d9,player_0398,2025-01-02,6,6,6,0.1398,0.2073,238.2,25,2470,4.78,1849,False
eca0a912-861c-53de-98e1-e160d66cbda1,player_0130,2025-01-02,9,6,6,0.3034,0.2778,143.3,360,1166,5.3,1185,False
8941069b-3559-d3c6-565a-2822615a443c,player_0441,2025-01-02,1,7,2,0.2411,0.1254,285.3,308,794,6.29,2089,False
6150e216-2fd0-49b1-df68-1283d4bed77b,player_0572,2025-01-02,1,12,3,0.2868,0.2306,271.8,561,724,5.74,1244,False
93d3125a-3a56-04b3-7acd-003a571cdfbf,player_0567,2025-01-02,4,10,8,0.2284,0.1886,291.3,180,1071,2.92,1620,False
5fcf960e-b71f-e000-8848-31cef24e1445,player_0270,2025-01-02,4,10,0,0.1941,0.2012,220.3,471,766,4.77,2692,False
78df7714-aa97-ff51-65fe-3fdd4273f09d,player_0466,2025-01-02,6,5,2,0.2172,0.2556,212.4,1,529,7.19,1413,False
2c01b5a6-c9dd-80a8-678f-5465228dc422,player_0489,2025-01-02,8,7,1,0.2949,0.1372,147.2,512,742,4.82,1399,False
1c28bbd8-d7d6-eda6-93ad-67242abc64d6,player_0712,2025-01-02,9,9,0,0.3145,0.1323,273.2,625,1375,4.19,2559,False
8a5d37fc-88bf-e705-71df-76c1a8fa71a6,player_0021,2025-01-02,5,10,3,0.3511,0.2574,184.7,232,465,5.72,2190,False
d1213c1b-d8fc-0b1e-ed1c-f0734f374486,player_0698,2025-01-02,10,11,9,0.385,0.1984,122.1,135,950,5.35,2093,False
71fd053b-bad7-0c04-c414-777b66739343,player_0499,2025-01-02,10,14,0,0.2191,0.25,225.2,220,1157,8.22,2966,False
441982d6-c76b-25ad-499e-52b531dc8958,player_0240,2025-01-02,17,12,0,0.4571,0.2139,287.5,416,1158,5.32,1414,False
cfd3aab2-3365-d25b-e592-2f7ad525aa88,player_0780,2025-01-02,1,1,3,0.3293,0.2148,208.5,314,1831,3.58,1672,False
dc63a396-3ef3-4fdb-8e9c-fa9437ae9a19,player_0672,2025-01-02,3,8,4,0.2492,0.1219,264.5,338,1553,6.58,1595,False
9478ea2c-3406-1068-c21a-2ab30654a5bf,player_0696,2025-01-02,2,4,6,0.2401,0.161,195.8,364,792,4.13,1365,False
01263258-7893-f0a7-01b2-742981adcfe7,player_0570,2025-01-02,13,6,5,0.2301,0.3111,245.0,362,1094,6.51,2587,False
2584470c-ee97-65f7-96ac-9b5d35a262f7,player_0449,2025-01-02,5,0,6,0.2898,0.1577,94.6,346,2035,5.1,1140,False
26e5ce42-b027-05d7-1914-7e3a93be9d51,player_0364,2025-01-02,10,9,6,0.282,0.1387,191.7,536,345,5.3,1878,False
c60d8dfa-c0ed-0afd-e43f-374bdb2b8060,player_0265,2025-01-02,3,9,8,0.3109,0.347,175.5,167,1291,6.75,1861,False
9b089bb1-b43b-af97-75d4-353ed3552ef4,player_0256,2025-01-02,1,10,3,0.2466,0.3042,241.3,370,1001,5.35,1681,False
791bdf35-21f8-fd19-d8e5-07565570cb37,player_0021,2025-01-02,6,9,5,0.2731,0.1287,203.7,163,2479,5.66,1636,False
0618706f-c915-3fb5-902d-04935065239e,player_0125,2025-01-02,20,6,3,0.1197,0.236,251.6,242,7,5.39,2843,False
696e6a62-ca00-6fa9-53c3-f674688c1f66,player_0593,2025-01-02,2,7,6,0.5219,0.2477,318.6,297,911,4.41,1545,False
ba911958-e7c9-ba3e-5b21-9203be4faa6c,player_0698,2025-01-02,15,2,5,0.2111,0.1867,257.1,330,731,3.36,1331,False
bbba9254-c4c0-c601-7783-3414c997175c,player_0622,2025-01-02,7,7,3,0.3369,0.2078,205.2,335,1775,4.99,2341,False
448c9f12-1ee8-b36b-8be7-d1c70ab37018,player_0520,2025-01-02,4,14,5,0.3288,0.261,244.3,446,1718,6.61,1974,False
ea074ea4-de17-8e5e-5ce4-0b0f4bd3ccd0,player_0577,2025-01-02,3,0,5,0.3661,0.2588,222.2,251,850,7.79,1756,False
96d57278-52dd-2c90-0f4a-d88deb0b8863,player_0029,2025-01-02,10,5,6,0.2606,0.2673,247.4,490,1363,6.28,1975,False
b5b2446a-e55f-6b6d-9917-a01312d7a1ec,player_0567,2025-01-02,3,0,5,0.4881,0.2054,240.2,254,977,4.76,2013,False
dd55c2c2-5168-923d-6100-06ee4c492312,player_0403,2025-01-02,5,11,3,0.4029,0.1272,250.0,234,1096,5.63,2605,False
7e808be1-efec-2095-09fa-a93e23eddca2,player_0121,2025-01-02,8,1,3,0.421,0.2747,265.1,314,553,3.9,1847,False
7e804bb3-1a3c-6d90-c9e6-cbd2c88899df,player_0054,2025-01-02,5,5,4,0.3504,0.0754,157.0,446,741,3.85,2680,False
af058d4c-0f74-169a-4a1e-29ea72c827a0,player_0418,2025-01-02,7,8,8,0.2321,0.1066,277.1,252,1905,6.2,2615,False
88662609-4633-71f5-63e2-27d47fe16def,player_0114,2025-01-02,14,2,5,0.7261,0.687,57.2,238,2709,8.97,1370,True
3b256850-bd60-3ed4-bc9e-223730515e52,player_0733,2025-01-02,24,5,2,0.7051,0.7236,78.6,215,3475,6.94,2234,True
ce468c7f-77fb-b259-b6a9-9227b96fd06b,player_0308,2025-01-02,6,4,0,0.4245,0.2491,252.6,321,444,4.85,2987,False
6c02fa70-8e60-7116-2647-a8afee34e363,player_0691,2025-01-02,7,15,0,0.4927,0.0,165.8,345,1238,6.72,1356,False
c2d5706c-a347-37f8-84f5-d7d13421db3c,player_0250,2025-01-02,14,0,9,0.7073,0.6509,57.6,270,3484,8.06,2224,True
72b6e4ea-483f-88b7-6d72-75c3fb906113,player_0539,2025-01-02,6,7,6,0.2949,0.2772,222.5,46,1544,5.64,1304,False
ce477169-c84b-e083-face-a57b086d6fbb,player_0337,2025-01-02,10,3,2,0.3232,0.0842,230.1,105,1487,5.15,1320,False
e23d6406-55d5-4b19-802a-c5c48e6c1562,player_0553,2025-01-02,11,7,6,0.3378,0.2878,301.6,477,1680,4.5,1736,False
fec101a1-e6fe-b7c6-8993-cac71a2aa1eb,player_0128,2025-01-02,4,0,8,0.283,0.1054,205.5,51,1166,5.99,1483,False
d0323da5-024d-a7a6-1e53-7afd65b2c013,player_0199,2025-01-02,3,8,1,0.4095,0.1296,327.5,325,1201,7.04,1232,False
3dbaa83e-d81a-8261-e342-b62e59e7b756,player_0172,2025-01-02,11,8,2,0.3046,0.3178,257.5,339,924,7.24,2708,False
0cdaf4de-2737-dc2e-5b05-3fcc73f8704d,player_0788,2025-01-02,13,17,8,0.3324,0.1582,178.1,487,1234,5.79,2642,False
482edae9-e2de-ec43-8922-c52c2ff9a249,player_0770,2025-01-02,6,9,2,0.3405,0.0805,135.3,234,677,6.12,2487,False
031d6dbd-69df-2959-cc4f-afe736a7fc67,player_0761,2025-01-02,6,10,7,0.3693,0.2436,248.4,303,932,6.28,1536,False
4322aab9-7c5e-636b-2804-2f21d38d0936,player_0217,2025-01-02,7,5,9,0.4519,0.1226,272.9,206,1254,5.4,2544,False
91fab5a7-95cf-e913-95d4-74992e749e47,player_0555,2025-01-02,9,7,11,0.2892,0.1927,243.7,291,1126,5.99,1669,False
748b7514-dfe9-e998-55d6-42d34ba06cec,player_0650,2025-01-02,3,8,6,0.4494,0.2091,256.8,153,2243,6.08,2021,False
f12f45cb-9911-0ab2-ebf8-0c62e582fbe9,player_0322,2025-01-02,6,8,3,0.3889,0.1355,295.5,332,1397,2.78,1559,False
0ac22c6b-4975-aaad-66ad-60be72c0b8a9,player_0317,2025-01-02,8,9,4,0.3008,0.316,233.2,364,1375,5.44,2226,False
6b81cdd2-3b33-1b3c-a655-25bd3b10a133,player_0376,2025-01-02,2,6,0,0.485,0.107,260.8,1,1367,6.75,1482,False
a6e240c3-9746-3d8c-e493-b0a0b69db005,player_0087,2025-01-02,0,12,5,0.4232,0.1337,193.6,380,1676,4.4,1780,False
7f8dcd11-1375-88ac-6805-f1ed131e5f92,player_0480,2025-01-02,8,8,3,0.4252,0.1588,189.1,364,1181,5.38,3067,False
f0c454c1-2fc9-7a80-3183-5955e3773006,player_0124,2025-01-02,2,9,0,0.2559,0.2614,224.7,274,1320,3.5,1650,False
19bc82db-4517-25ff-e01a-e43cf6c73a1c,player_0348,2025-01-02,18,2,6,0.7563,0.6527,105.3,387,3004,7.98,2158,True
2d6041ec-9d20-c667-14f0-14bcc7c1798a,player_0568,2025-01-02,12,8,1,0.2469,0.1702,245.5,274,853,5.97,662,False
03157d02-0a0a-1936-84bb-d6ec560e9730,player_0620,2025-01-02,0,0,7,0.252,0.1525,170.3,123,953,6.65,2038,False
ca7d51e6-8c82-c0bd-5266-81230962da10,player_0505,2025-01-02,8,4,9,0.3497,0.3784,197.9,331,1234,4.41,1327,False
a12d76bf-7c71-caba-0771-c219170a05f5,player_0131,2025-01-02,12,11,0,0.2951,0.143,246.6,345,512,6.43,1596,False
7e65b19d-4580-1738-126a-d75b66d924c9,player_0470,2025-01-02,3,2,0,0.4549,0.1075,162.2,287,2930,4.89,1290,False
f146c7b8-0e28-5b1d-9b89-598ed4d3d4c7,player_0186,2025-01-02,8,12,2,0.4533,0.202,136.7,456,1012,6.21,2332,False
3399a9a7-7aec-9494-2f18-6eb470473d02,player_0691,2025-01-02,8,6,3,0.3177,0.1656,266.7,272,1373,4.43,2167,False
46260689-3bd2-2026-8227-a0f6803ec304,player_0553,2025-01-02,11,2,6,0.2296,0.0969,185.7,183,1150,5.95,2178,False
b11d0081-bc48-e86e-7347-e53a5d245eee,player_0063,2025-01-02,4,7,0,0.3241,0.1557,117.7,351,1713,4.33,1762,False
ee3d109d-9eb2-42eb-87f7-00356abbedfb,player_0760,2025-01-02,9,10,3,0.2011,0.2395,204.9,504,685,4.51,1470,False
7d44de2c-5891-1930-c501-8710d48049ae,player_0414,2025-01-02,5,1,2,0.4519,0.1397,253.3,165,798,5.44,2558,False
26f0d6a4-2b3c-2497-41c4-354247077a86,player_0057,2025-01-02,6,8,0,0.1762,0.106,184.7,347,937,7.2,2171,False
b08fc589-75b3-4c82-4bf8-267dc39f7d65,player_0546,2025-01-02,7,8,2,0.2245,0.1798,233.7,137,28,4.71,115,False
87bacd74-f8d5-b22f-3d83-0419c96a6703,player_0644,2025-01-02,10,3,5,0.1897,0.226,193.5,415,293,4.72,2270,False
0e157ede-1ca5-809b-be69-db80d959cfa5,player_0012,2025-01-02,20,9,4,0.2516,0.2067,245.4,513,1109,2.18,2252,False
97d6e455-7008-abd1-d30d-99835a92c4da,player_0497,2025-01-02,8,10,7,0.1804,0.0638,252.7,392,1442,6.08,2253,False
